Time,Country Code,Female Senior Mgmt Share,"Prevalence of overweight, male (% of male adults) ",Females with HIV+ Share,Female Agriculture Grads Share,"Female share of graduates in Arts and Humanities programmes, tertiary (%) ",Female Edu Grads Share,Female Health Grads Share,Female Services Grads Share,Female Graduation Ratio,Male Industry Employment,Male Employment Ratio,Advanced Edu Labor Force,Female Advanced Edu Labor Force,Female Basic Edu Labor Force,Intermediate Edu Labor Force,Female Intermediate Edu Labor Force,Female Labor Force,Male Labor Force,Total Labor Force,Paid Maternity Leave,Length of paid parental leave for father (calendar days) ,Paid Parental Leave,"Part time employment, male (% of total male employment) ",Total Part Time Employment,Female to Male Labor Force Ratio,"Self-employed, male (% of male employment) (modeled ILO estimate) ",Female Population,Male Population,Total Population,Rural Population,Urban population (% of total population) ,Agricultural Land,Cooling Degree Days,Food production index (2014-2016 = 100),Forest area (% of land area),GDP growth (annual %),Heating Degree Days,Individuals using the Internet (% of population),Land Surface Temperature,Net migration,Population density (people per sq. km of land area),Proportion of seats held by women in national parliaments (%),Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Scientific and technical journal articles,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Value
2007,IRL,40.2999992370605,61.3,32.1,54.91607,64.95864,76.21966,79.14119,45.80579,45.7821197509766,37.3300018310547,72.5599975585938,85.4800033569336,82.0,29.7000007629395,75.7300033569336,65.0599975585938,1004911.0,1332194.0,2336096.0,182.0,0.0,0.0,22.5799999237061,35.7299995422363,74.5774939003496,23.0200004577637,2199181.0,2199761.0,4398942.0,39.06,60.94,62.0699666134417,0.6,88.97,10.0649441138046,5.31011814691841,5146.98,61.15832455,12.4686855,77427.0,63.8545797648425,13.2530120481928,74.5774915236487,5447.33,4.98,29.0
2008,IRL,42.2000007629395,61.9,32.2,63.75,65.67198,75.89347,81.73004,43.829176000000004,47.6399993896484,33.939998626709,69.5,84.7099990844727,80.9300003051758,28.8099994659424,74.5699996948242,63.9500007629395,1023786.0,1331923.0,2355177.0,182.0,0.0,0.0,23.7299995422363,36.9199981689453,75.5527520190534,23.8999996185303,2249608.0,2239936.0,4489544.0,38.859,61.141,67.1940775148788,0.26,86.53,10.1956161997387,-4.48407049219472,5650.9,65.34,10.8435441,19349.0,65.1697488750181,13.2530120481928,75.5527487868111,5669.76,6.77,26.0
2009,IRL,40.0999984741211,62.4,32.3,46.27832,63.19518,74.22157,82.38455,46.85714,48.5829696655273,28.8600006103516,61.3699989318848,84.1100006103516,80.620002746582,26.5499992370605,72.5899963378906,63.2700004577637,1020741.0,1282904.0,2303515.0,182.0,0.0,0.0,27.5300006866455,40.5699996948242,77.6500041650007,25.5699996948242,2278484.0,2256891.0,4535375.0,38.658,61.342,66.6848599216142,2.41,84.57,10.3262882856728,-5.09578275532317,5661.39,67.38,11.34366,-18556.0,65.8350268544056,13.9393939393939,77.6500055352596,6268.89,12.61,19.0
2010,IRL,39.7999992370605,63.0,32.4,43.80587,62.98664,76.14937,78.37485,43.49791,51.6040802001953,26.2700004577637,58.2000007629395,82.9000015258789,80.0199966430664,25.5300006866455,70.0599975585938,61.2999992370605,1008710.0,1243554.0,2252263.0,182.0,0.0,0.0,27.4200000762939,40.9599990844727,78.7376570448362,25.0200004577637,2295311.0,2264844.0,4560155.0,38.458,61.542,66.3086079256786,0.3,88.22,10.4569603716069,1.68297153835975,6305.89,69.85,11.3433613,-27110.0,66.1947307301495,13.9393939393939,78.7376551566886,6860.36,14.53,21.0
2010,IRL,39.7999992370605,63.0,32.4,43.80587,62.98664,76.14937,78.37485,43.49791,51.6040802001953,26.2700004577637,58.2000007629395,82.9000015258789,80.0199966430664,25.5300006866455,70.0599975585938,61.2999992370605,1008710.0,1243554.0,2252263.0,182.0,0.0,0.0,27.4200000762939,40.9599990844727,78.7376570448362,25.0200004577637,2295311.0,2264844.0,4560155.0,38.458,61.542,66.3086079256786,0.3,88.22,10.4569603716069,1.68297153835975,6305.89,69.85,11.3433613,-27110.0,66.1947307301495,13.9393939393939,78.7376551566886,6860.36,14.53,14.0
2011,IRL,30.6000003814697,63.5,32.6,34.164138,61.675757999999995,74.75897400000001,77.62445599999998,44.498548,49.04264984130858,25.1200008392334,56.9500007629395,82.3199996948242,79.3499984741211,25.2399997711182,68.629997253418,59.8600006103516,1006183.0,1225042.0,2231095.0,182.0,0.0,0.0,27.8799991607666,41.5,79.4334864431188,24.5400009155273,2308722.0,2271361.0,4580084.0,38.258,61.742,66.1199012919147,0.0,90.87,10.5565103788649,0.833830148555222,5494.25,74.88997297,11.4368265,-26351.0,66.4840179997097,15.0602409638554,79.4334850784016,7161.05,15.35,23.0
2012,IRL,29.8999996185303,64.0,32.7,35.44776,61.74199,75.14625,78.88389,43.09835,50.94331817626953,24.1700000762939,56.6100006103516,81.2900009155273,78.3899993896484,24.3999996185303,68.6800003051758,59.6300010681152,1006212.0,1218674.0,2225018.0,182.0,0.0,0.0,29.1100006103516,42.0900001525879,79.653866719275,24.6100006103516,2320880.0,2278653.0,4599533.0,38.058,61.942,65.8005516040064,1.94,85.73,10.6560603861228,-0.00554201066994153,5680.38,76.91999254,10.8440058,-22002.0,66.7663376397155,15.0602409638554,79.6538685282141,6947.46,15.45,28.0
2013,IRL,29.8999996185303,64.6,32.8,24.93075,60.40951,74.98465,76.5148,55.38862,50.94331817626953,24.4799995422363,58.6800003051758,81.5299987792969,78.3399963378906,23.9400005340576,68.1699981689453,59.3699989318848,1020962.0,1226878.0,2247873.0,182.0,0.0,0.0,29.4200000762939,41.8600006103516,80.2177057093449,24.3099994659424,2334273.0,2289543.0,4623816.0,37.859,62.141,64.9876614893308,33.86,89.95,10.7556103933808,1.12568964599835,5670.11,78.2477,12.0312146,-12015.0,67.1188271156917,15.6626506024096,80.2177068214804,7003.61,13.73,31.0
2014,IRL,31.0,65.1,32.9,22.83044,60.25401,71.36523,75.97389,37.00995,52.47241058349611,24.7999992370605,60.1199989318848,80.5299987792969,77.5,20.8899993896484,67.2200012207031,58.1100006103516,1023890.0,1234834.0,2258498.0,182.0,0.0,0.0,28.7299995422363,40.9099998474121,79.7934358986863,24.0200004577637,2353302.0,2304438.0,4657740.0,37.66,62.34,64.8279866453767,8.35,96.2,10.8551604006387,8.64935060757608,5321.04,83.49172234,11.9062357,714.0,67.6112643344462,15.6626506024096,79.7934310492599,7044.36,11.86,33.0
2014,IRL,31.0,65.1,32.9,22.83044,60.25401,71.36523,75.97389,37.00995,52.47241058349611,24.7999992370605,60.1199989318848,80.5299987792969,77.5,20.8899993896484,67.2200012207031,58.1100006103516,1023890.0,1234834.0,2258498.0,182.0,0.0,0.0,28.7299995422363,40.9099998474121,79.7934358986863,24.0200004577637,2353302.0,2304438.0,4657740.0,37.66,62.34,64.8279866453767,8.35,96.2,10.8551604006387,8.64935060757608,5321.04,83.49172234,11.9062357,714.0,67.6112643344462,15.6626506024096,79.7934310492599,7044.36,11.86,10.0
2015,IRL,29.8999996185303,65.6,33.0,39.08918,59.0076,72.75966,75.45863,45.00948,54.536494445800784,26.1800003051758,61.6500015258789,80.9300003051758,77.9400024414063,20.7199993133545,66.7600021362305,56.9900016784668,1033925.0,1252222.0,2285833.0,182.0,0.0,0.0,28.8099994659424,41.2999992370605,79.4234308258058,23.2999992370605,2376011.0,2325945.0,4701957.0,37.462,62.538,64.3054144287995,0.98,100.6,10.9547104078966,24.3704453546988,5723.4,83.49479167,11.4685326,13130.0,68.2531136594571,16.2650602409639,79.4234333371945,6777.56,9.91,36.0
2016,IRL,31.8999996185303,66.1,32.8,39.54588,59.09596,71.30552,76.42218,44.87952,58.52454833984378,26.6800003051758,62.7900009155273,80.8199996948242,77.7300033569336,20.4899997711182,67.629997253418,58.7999992370605,1061314.0,1268777.0,2330010.0,182.0,0.0,0.0,27.0300006866455,39.5800018310547,80.5412644193098,22.7800006866455,2401916.0,2353419.0,4755335.0,37.263,62.737,64.7554071708521,6.04,103.19,11.0661924807664,2.00665411509893,5549.1,83.5,11.8441311,18978.0,69.027943097692,22.1518987341772,80.5412688524115,6984.3,8.37,33.0
2017,IRL,31.0,65.3,32.7,29.845337999999998,59.80421799999999,72.35605799999999,76.06867799999999,43.859504,59.78855438232424,27.4099998474121,63.7000007629395,81.1100006103516,77.8399963378906,19.4599990844727,66.5400009155273,57.8699989318848,1076413.0,1277782.0,2354153.0,182.0,0.0,0.0,25.2199993133545,37.7799987792969,81.1931035810761,21.8500003814697,2427413.0,2379975.0,4807388.0,37.053,62.947,65.1618522281899,3.18,110.16,11.1775293946872,9.00534242438529,5322.24,84.11400706,11.7188123,29200.0,69.7835389751778,22.1518987341772,81.1931022408964,7117.53,6.71,30.0
2018,IRL,32.2000007629395,63.55999999999999,32.5,41.26002,59.572406,72.874118,78.81135199999999,43.36113,58.417826080322264,27.5499992370605,64.5500030517578,81.3099975585938,77.8300018310547,19.3400001525879,67.4400024414063,58.8899993896484,1100322.0,1297729.0,2397838.0,182.0,0.0,0.0,22.7199993133545,35.2400016784668,81.7989331076303,21.0100002288818,2456754.0,2410562.0,4867316.0,36.83,63.17,65.5537813906227,27.5,110.11,11.2355929743069,8.52754139148431,5454.41,87.00014011,12.4677383,33647.0,70.6534475250399,22.1518987341772,81.7989402542806,7282.42,5.74,27.0
2018,IRL,32.2000007629395,63.55999999999999,32.5,41.26002,59.572406,72.874118,78.811352,43.36113,58.417826080322264,27.5499992370605,64.5500030517578,81.3099975585938,77.8300018310547,19.3400001525879,67.4400024414063,58.8899993896484,1100322.0,1297729.0,2397838.0,182.0,0.0,0.0,22.7199993133545,35.2400016784668,81.7989331076303,21.0100002288818,2456754.0,2410562.0,4867316.0,36.83,63.17,65.5537813906227,27.5,110.11,11.2355929743069,8.52754139148431,5454.41,87.00014011,12.4677383,33647.0,70.6534475250399,22.1518987341772,81.7989402542806,7282.42,5.74,8.0
2019,IRL,30.3999996185303,63.1,32.3,55.98701199999999,59.135172,73.7076,81.66776,44.204359999999994,59.715300750732446,27.2199993133545,65.0999984741211,81.1500015258789,77.5500030517578,20.6700000762939,67.3499984741211,58.5999984741211,1123619.0,1323051.0,2446760.0,182.0,0.0,0.0,21.6200008392334,34.9900016784668,81.9376245801394,20.0799999237061,2490220.0,2444120.0,4934340.0,36.595,63.405,65.6699085498621,5.39,114.38,11.2936565539265,5.44093733423819,5403.97,87.00005524,11.6560309,29113.0,71.6263608651473,22.1518987341772,81.9376265458624,7747.07,4.95,26.0
2020,IRL,32.4000015258789,63.1,32.4,55.98701200000001,59.135172,73.7076,81.66776,44.204359999999994,59.44101867675785,28.187999343872058,63.5900001525879,80.6100006103516,76.7799987792969,18.3400001525879,64.1500015258789,55.5400009155273,1115481.0,1316821.0,2432234.0,182.0,14.0,14.0,28.2800006866455,39.8800010681152,81.7879548846155,18.93400020599364,2515614.0,2469767.0,4985382.0,36.347,63.653,65.495717811003,1.89,115.97,11.3517201335462,6.18453803881623,5455.6,91.99989097,11.4051478,15320.0,72.3672811728843,22.5,81.787951664143,8562.78,5.62,29.0
2021,IRL,31.32120338756922,62.06979942693409,24.9676217765043,50.1518793581662,66.55973508309457,78.10610540974213,78.99855130659026,49.116316504298,52.08804823976533,34.5990315336211,62.89515751617344,80.65562204180611,78.89562763552952,29.74496847988883,67.94181090084393,61.95547873598115,3257139.3037249283,3803400.9914040114,7063968.836676218,128.97134670487105,24.39541547277937,24.22349570200573,23.95960466089768,33.00559886014222,80.92696854479047,17.03255586870079,7460761.200573066,7108414.76790831,14569175.962750716,25.988401146131807,74.01159885386821,44.99721226486867,365.05444126074497,96.04584527220631,28.833454483611508,2.543182961029758,6070.723151862464,74.30430902466189,14.244988753180515,30192.085959885386,146.85887631779337,26.902175851593274,80.92696850668823,16434.599627507163,8.201318051575932,20.48997134670487
2000,LTU,31.32120338756922,62.06979942693409,24.9676217765043,50.1518793581662,66.55973508309457,78.10610540974213,78.99855130659026,49.116316504298,52.08804823976533,34.5990315336211,62.89515751617344,80.65562204180611,78.89562763552952,29.74496847988883,67.94181090084393,61.95547873598115,3257139.3037249283,3803400.9914040114,7063968.836676218,128.97134670487105,24.39541547277937,24.22349570200573,23.95960466089768,33.00559886014222,80.92696854479047,17.03255586870079,7460761.200573066,7108414.76790831,14569175.962750716,25.988401146131807,74.01159885386821,44.99721226486867,365.05444126074497,96.04584527220631,28.833454483611508,2.543182961029758,6070.723151862464,74.30430902466189,14.244988753180515,30192.085959885386,146.85887631779337,26.902175851593274,80.92696850668823,16434.599627507163,8.201318051575932,20.48997134670487
2001,LTU,31.32120338756922,62.06979942693409,24.9676217765043,50.1518793581662,66.55973508309457,78.10610540974213,78.99855130659026,49.116316504298,52.08804823976533,34.5990315336211,62.89515751617344,80.65562204180611,78.89562763552952,29.74496847988883,67.94181090084393,61.95547873598115,3257139.3037249283,3803400.9914040114,7063968.836676218,128.97134670487105,24.39541547277937,24.22349570200573,23.95960466089768,33.00559886014222,80.92696854479047,17.03255586870079,7460761.200573066,7108414.76790831,14569175.962750716,25.988401146131807,74.01159885386821,44.99721226486867,365.05444126074497,96.04584527220631,28.833454483611508,2.543182961029758,6070.723151862464,74.30430902466189,14.244988753180515,30192.085959885386,146.85887631779337,26.902175851593274,80.92696850668823,16434.599627507163,8.201318051575932,20.48997134670487
2002,LTU,48.4000015258789,55.1,16.4,59.65978,75.24144,83.79416,80.8094,50.24194,34.5436210632324,34.7099990844727,56.7799987792969,84.4800033569336,83.7699966430664,17.2700004577637,76.5899963378906,70.9100036621094,807276.0,833653.0,1641395.0,126.0,0.0,0.0,14.3199996948242,20.8299999237061,80.4066189941216,23.6599998474121,1848248.0,1594819.0,3443067.0,33.172,66.828,46.0274409700064,246.91,75.62,32.7058072750479,6.75141457592376,7201.9,17.69,12.156303,-33905.0,54.9308710912572,10.6382978723404,80.4066232853695,998.87,13.01,15.0
2003,LTU,31.32120338756922,62.06979942693409,24.9676217765043,50.1518793581662,66.55973508309457,78.10610540974213,78.99855130659026,49.116316504298,52.08804823976533,34.5990315336211,62.89515751617344,80.65562204180611,78.89562763552952,29.74496847988883,67.94181090084393,61.95547873598115,3257139.3037249283,3803400.9914040114,7063968.836676218,128.97134670487105,24.39541547277937,24.22349570200573,23.95960466089768,33.00559886014222,80.92696854479047,17.03255586870079,7460761.200573066,7108414.76790831,14569175.962750716,25.988401146131807,74.01159885386821,44.99721226486867,365.05444126074497,96.04584527220631,28.833454483611508,2.543182961029758,6070.723151862464,74.30430902466189,14.244988753180515,30192.085959885386,146.85887631779337,26.902175851593274,80.92696850668823,16434.599627507163,8.201318051575932,20.48997134670487
2004,LTU,46.7999992370605,56.2,17.4,55.15464,76.90174,83.14104,84.15006,48.52321,47.750789642334,36.2799987792969,57.3300018310547,84.9800033569336,84.2300033569336,16.5100002288818,71.6999969482422,66.0100021362305,787442.0,808675.0,1596580.0,126.0,0.0,0.0,18.2199993133545,24.4899997711182,80.5092722892715,21.8600006103516,1817338.0,1559736.0,3377075.0,33.354,66.646,41.5491384811742,70.85,76.58,33.1844288449266,6.56949011753593,7676.19,31.23,9.46850403,-35427.0,53.8780312699426,21.9858156028369,80.50926939069,1263.89,10.68,29.0
2005,LTU,45.0,56.7,18.1,50.23753,77.61359,84.21607,86.3256,41.34831,57.8848114013672,37.0299987792969,57.7700004577637,85.8399963378906,84.0999984741211,14.9200000762939,70.4599990844727,64.879997253418,769776.0,786890.0,1557095.0,126.0,0.0,0.0,16.2700004577637,23.3199996948242,80.7256454681986,19.4200000762939,1790135.0,1532393.0,3322528.0,33.365,66.635,45.2616464582004,94.19,78.24,33.423739629866,7.73236760360545,7607.21,36.22,9.9684711,-35453.0,53.0077855775367,21.9858156028369,80.7256488088616,1517.3,8.32,27.0
2006,LTU,42.7999992370605,57.2,18.6,45.37158,76.82463,84.24319,86.1653,42.23602,62.5839996337891,39.6500015258789,57.6599998474121,82.4800033569336,82.0100021362305,11.9700002670288,67.2399978637695,60.6699981689453,754529.0,759026.0,1513906.0,126.0,0.0,0.0,17.0599994659424,23.3899993896484,81.8792370754933,19.0599994659424,1763904.0,1506004.0,3269909.0,33.294,66.706,44.5229738353542,201.86,66.55,33.6630504148054,7.41412133545715,7370.19,43.9,11.155365,-34885.0,52.1682992980217,24.822695035461,81.8792383933229,1762.55,5.78,21.0
2006,LTU,42.7999992370605,57.2,18.6,45.37158,76.82463,84.24319,86.1653,42.23602,62.5839996337891,39.6500015258789,57.6599998474121,82.4800033569336,82.0100021362305,11.9700002670288,67.2399978637695,60.6699981689453,754529.0,759026.0,1513906.0,126.0,0.0,0.0,17.0599994659424,23.3899993896484,81.8792370754933,19.0599994659424,1763904.0,1506004.0,3269909.0,33.294,66.706,44.5229738353542,201.86,66.55,33.6630504148054,7.41412133545715,7370.19,43.9,11.155365,-34885.0,52.1682992980217,24.822695035461,81.8792383933229,1762.55,5.78,16.0
2007,LTU,40.2999992370605,57.8,19.2,48.27128,78.69666,81.69808,86.70137,40.34767,65.0443115234375,41.060001373291,59.3800010681152,82.0,81.2900009155273,11.460000038147,66.4400024414063,59.8300018310547,750812.0,761885.0,1513018.0,126.0,0.0,0.0,15.539999961853,21.0100002288818,81.0072085124225,17.3799991607666,1745156.0,1486138.0,3231294.0,33.223,66.777,43.0105296745373,183.84,78.67,33.9023611997447,11.1074801410501,7077.61,49.9,11.4061066,-33813.0,51.5522335673261,22.6950354609929,81.0072081660297,1685.79,4.25,16.0
2008,LTU,41.4000015258789,58.3,19.7,52.58103,75.22282,82.42537,86.61956,42.72251,62.4187812805176,41.8699989318848,58.4500007629395,82.2799987792969,80.9899978637695,9.51000022888184,66.7099990844727,59.9099998474121,751859.0,759837.0,1511945.0,126.0,0.0,0.0,11.1599998474121,16.4400005340576,81.2347379464372,14.3900003433228,1728715.0,1469516.0,3198231.0,33.152,66.848,42.6342241723175,78.87,80.11,34.1443956920622,2.61442303328732,6765.53,55.22,12.0939651,-32451.0,51.0288153171121,17.7304964539007,81.2347345417149,2487.45,5.83,7.0
2009,LTU,40.2999992370605,58.9,20.1,54.06032,77.87032,81.26319,85.15715,43.90519,64.5964126586914,36.9099998474121,51.3899993896484,82.9899978637695,81.7399978637695,10.8400001525879,66.7300033569336,60.7799987792969,768096.0,751183.0,1519375.0,126.0,0.0,0.0,14.1999998092651,20.1499996185303,83.9638821180385,14.8500003814697,1709854.0,1453062.0,3162916.0,33.158,66.842,42.9038691663343,72.8,81.76,34.3837255684085,-14.8386083735986,7468.35,59.76,10.0935775,-30706.0,50.4653530115676,19.1489361702128,83.9638767940655,2278.05,13.79,3.0
2010,LTU,42.0,59.4,20.6,57.72358,75.31744,81.4908,84.59222,44.28044,67.1400375366211,33.4000015258789,48.8600006103516,84.0800018310547,83.1900024414063,9.67000007629395,65.9300003051758,59.9700012207031,760342.0,737723.0,1498066.0,126.0,0.0,0.0,12.7200002670288,19.3500003814697,84.7256495284849,13.1800003051758,1673851.0,1423431.0,3097282.0,33.243,66.757,44.2329477463103,333.69,72.61,34.6230554447547,1.65124065328366,8238.82,62.12,8.78118254,-28864.0,49.418141204627,19.1489361702128,84.7256485915607,2334.4,17.81,-3.0
2010,LTU,42.0,59.4,20.6,57.72358,75.31744,81.4908,84.59222,44.28044,67.1400375366211,33.4000015258789,48.8600006103516,84.0800018310547,83.1900024414063,9.67000007629395,65.9300003051758,59.9700012207031,760342.0,737723.0,1498066.0,126.0,0.0,0.0,12.7200002670288,19.3500003814697,84.7256495284849,13.1800003051758,1673851.0,1423431.0,3097282.0,33.243,66.757,44.2329477463103,333.69,72.61,34.6230554447547,1.65124065328366,8238.82,62.12,8.78118254,-28864.0,49.418141204627,19.1489361702128,84.7256485915607,2334.4,17.81,10.0
2011,LTU,36.5,60.0,20.9,53.57625,75.23992,81.76234,86.05388,40.43584,68.9334106445313,33.3499984741211,51.7799987792969,83.9599990844727,83.4499969482422,9.28999996185303,65.5599975585938,58.8499984741211,746185.0,735629.0,1481727.0,126.0,0.0,0.0,14.2399997711182,20.6200008392334,83.5452253454283,12.5699996948242,1635330.0,1392784.0,3028115.0,33.259,66.741,44.7697609854166,174.98,79.3,34.6778568465392,6.03900816040344,7171.55,63.6399774,10.9682972,-26445.0,48.3153301209433,19.1489361702128,83.5452268475952,2432.7,15.39,7.0
2012,LTU,35.2999992370605,60.5,21.2,54.48276,74.80892,79.39052,85.22727,40.43928,69.3846588134766,34.6199989318848,53.6199989318848,83.2600021362305,82.4700012207031,9.21000003814697,65.1900024414063,58.3899993896484,743081.0,729312.0,1472231.0,126.0,0.0,0.0,14.8299999237061,21.0599994659424,84.1386837927707,13.3000001907349,1611883.0,1375889.0,2987773.0,33.136,66.864,45.3489485273,141.84,91.86,34.7321058174043,3.8438647490634,7752.21,67.22998933,9.53084627,-24664.0,47.6716501260491,24.4604316546763,84.1386837068788,2253.21,13.36,5.0
2013,LTU,36.5,61.0,21.5,50.8547,76.14649,81.01176,84.25427,38.21376,93.3645095825195,35.2000007629395,55.75,83.5699996948242,82.370002746582,9.02999973297119,63.8800010681152,56.6699981689453,731476.0,734109.0,1465316.0,126.0,0.0,0.0,15.5900001525879,21.6100006103516,82.5667207597289,13.960000038147,1593602.0,1364087.0,2957689.0,33.014,66.986,46.1332269644994,176.45,87.76,34.7857997606701,3.55007284270485,7312.73,68.4529,10.0934676,-22781.0,47.1908895093738,24.113475177305,82.5667181382871,2234.77,11.77,14.0
2014,LTU,35.4000015258789,61.6,21.8,49.85207,73.08857,80.42582,82.46595,36.64495,75.1282196044922,33.6100006103516,57.1300010681152,82.5299987792969,80.4100036621094,10.75,63.9300003051758,56.9300003051758,737030.0,740232.0,1476890.0,126.0,0.0,0.0,15.9799995422363,22.0799999237061,82.8286707170144,14.039999961853,1577567.0,1354801.0,2932367.0,32.892,67.108,47.1252992817239,248.59,95.06,34.853950518755,3.53700987901611,7091.53,72.13,11.4063508,-20883.0,46.805538707103,24.113475177305,82.8286711673613,2451.02,10.7,9.0
2014,LTU,35.4000015258789,61.6,21.8,49.85207,73.08857,80.42582,82.46595,36.64495,75.1282196044922,33.6100006103516,57.1300010681152,82.5299987792969,80.4100036621094,10.75,63.9300003051758,56.9300003051758,737030.0,740232.0,1476890.0,126.0,0.0,0.0,15.9799995422363,22.0799999237061,82.8286707170144,14.039999961853,1577567.0,1354801.0,2932367.0,32.892,67.108,47.1252992817239,248.59,95.06,34.853950518755,3.53700987901611,7091.53,72.13,11.4063508,-20883.0,46.805538707103,24.113475177305,82.8286711673613,2451.02,10.7,12.0
2015,LTU,38.0999984741211,62.1,22.1,46.73591,74.70998,81.72232,83.1643,45.64885,73.3921813964844,34.0299987792969,58.3300018310547,82.4400024414063,80.5400009155273,10.1400003433228,62.9599990844727,55.8400001525879,736073.0,732868.0,1468508.0,126.0,0.0,0.0,14.7799997329712,21.0,83.9082743170111,14.6000003814697,1560016.0,1344893.0,2904910.0,32.77,67.23,47.9792498004789,148.71,105.97,34.9082202713488,2.02458395469182,6721.29,71.37805901,12.2182997,-18912.0,46.3672785315243,23.4042553191489,83.9082764044597,2432.61,9.12,15.0
2016,LTU,38.7999992370605,62.6,22.2,46.38554,72.63856,80.16486,83.1871,44.14669,74.5970993041992,35.1599998474121,60.0200004577637,83.370002746582,82.0299987792969,9.10000038146973,62.9000015258789,55.2400016784668,740403.0,737036.0,1476945.0,126.0,0.0,0.0,13.6000003814697,19.6000003814697,84.279452953995,15.2799997329712,1537363.0,1330868.0,2868231.0,32.634,67.366,47.1552632419144,167.55,98.97,34.9605695859008,2.51882827307178,7237.68,74.37664556,11.3439543,-17334.0,45.7876664218895,21.2765957446809,84.2794561246608,2280.75,7.86,17.0
2017,LTU,37.9000015258789,61.779999999999994,22.2,53.43066,74.36869,79.75424,82.95382,45.15235,79.2850494384766,35.1599998474121,60.75,82.8499984741211,81.9599990844727,9.22000026702881,62.2400016784668,54.2900009155273,729867.0,731497.0,1460791.0,126.0,0.0,0.0,17.8799991607666,23.8299999237061,84.0939549529062,14.7600002288818,1512826.0,1315577.0,2828403.0,32.484,67.516,46.8590859022046,61.85,100.73,35.0569116074137,4.28259695120761,7151.63,77.61525651,11.2183468,-15937.0,45.1525837710126,21.2765957446809,84.0939587196767,2353.67,7.07,29.0
2018,LTU,38.2000007629395,61.779999999999994,22.3,49.25125,73.578874,80.49861200000001,82.847424,41.647558,78.7544784545898,35.1500015258789,62.9500007629395,83.0899963378906,81.4899978637695,10.6499996185303,62.2299995422363,54.060001373291,729349.0,739053.0,1467697.0,126.0,0.0,0.0,17.0499992370605,22.7800006866455,83.6124113857295,14.2200002670288,1495079.0,1306463.0,2801543.0,32.321,67.679,47.0541274149768,292.69,83.23,35.0950023950184,3.99331032795327,6975.19,79.72258277,13.7811293,-14451.0,44.731646175954,21.2765957446809,83.6124065437856,2299.87,6.15,30.0
2018,LTU,38.2000007629395,61.779999999999994,22.3,49.25125,73.578874,80.498612,82.84742400000002,41.647558,78.7544784545898,35.1500015258789,62.9500007629395,83.0899963378906,81.4899978637695,10.6499996185303,62.2299995422363,54.060001373291,729349.0,739053.0,1467697.0,126.0,0.0,0.0,17.0499992370605,22.7800006866455,83.6124113857295,14.2200002670288,1495079.0,1306463.0,2801543.0,32.321,67.679,47.0541274149768,292.69,83.23,35.0950023950184,3.99331032795327,6975.19,79.72258277,13.7811293,-14451.0,44.731646175954,21.2765957446809,83.6124065437856,2299.87,6.15,11.0
2019,LTU,38.5999984741211,61.779999999999994,22.3,49.25125,73.578874,80.49861200000001,82.847424,41.647558,75.2703094482422,35.0499992370605,63.0800018310547,83.3399963378906,81.4499969482422,11.6899995803833,61.3499984741211,53.4300003051758,734787.0,741072.0,1475085.0,126.0,0.0,0.0,17.0100002288818,22.4400005340576,84.4198996243594,14.8400001525879,1487938.0,1306199.0,2794137.0,32.145,67.855,47.5087831363781,227.64,94.17,35.1325455126158,4.62510313907674,6476.93,81.58186838,13.2180072,-13398.0,44.6205206004471,21.2765957446809,84.419894392165,2443.94,6.26,30.0
2019,LTU,38.5999984741211,61.779999999999994,22.3,49.25125,73.57887400000001,80.49861200000001,82.847424,41.647558,75.2703094482422,35.0499992370605,63.0800018310547,83.3399963378906,81.4499969482422,11.6899995803833,61.3499984741211,53.4300003051758,734787.0,741072.0,1475085.0,126.0,0.0,0.0,17.0100002288818,22.4400005340576,84.4198996243594,14.8400001525879,1487938.0,1306199.0,2794137.0,32.145,67.855,47.5087831363781,227.64,94.17,35.1325455126158,4.62510313907674,6476.93,81.58186838,13.2180072,-13398.0,44.6205206004471,21.2765957446809,84.419894392165,2443.94,6.26,14.0
2020,LTU,37.2999992370605,61.779999999999994,22.3,49.25125,73.578874,80.49861200000001,82.847424,41.647558,73.6457214355469,35.11200027465818,62.439998626709,82.7799987792969,81.1699981689453,11.3500003814697,61.4799995422363,52.689998626709,733934.0,753221.0,1486169.0,126.0,0.0,0.0,21.6100006103516,27.5,83.3197656533989,14.576000213623042,1485577.0,1309308.0,2794885.0,31.954,68.046,46.9945704247844,188.11,107.6,35.1485148514851,-0.0217629740036216,6246.88,83.05554241,12.2815285,-12625.0,44.6324656659214,26.9503546099291,83.3197674418605,2738.88,8.49,24.0
2020,LTU,37.2999992370605,61.779999999999994,22.3,49.25125,73.57887400000001,80.498612,82.847424,41.647558,73.6457214355469,35.11200027465818,62.439998626709,82.7799987792969,81.1699981689453,11.3500003814697,61.4799995422363,52.689998626709,733934.0,753221.0,1486169.0,126.0,0.0,0.0,21.6100006103516,27.5,83.3197656533989,14.576000213623042,1485577.0,1309308.0,2794885.0,31.954,68.046,46.9945704247844,188.11,107.6,35.1485148514851,-0.0217629740036216,6246.88,83.05554241,12.2815285,-12625.0,44.6324656659214,26.9503546099291,83.3197674418605,2738.88,8.49,9.0
